1000		0.00
5000		0.04
10000		0.16
20000		0.57
50000		3.88
75000		8.64
100000		15.39
125000		24.54
150000		35.64
200000		61.60
215000		71.04
250000		98.78
300000		139.07
350000		188.37
400000		249.91
450000		314.25
500000		386.33
700000		759.67
850000		1124.92
1000000		1489.40
