1000		0.00
5000		0.06
10000		0.31
20000		1.36
50000		9.41
75000		21.36
100000		37.98
125000		60.09
150000		86.61
200000		151.57
215000		175.00
250000		239.95
300000		340.66
350000		457.91
400000		611.77
450000		772.60
500000		938.49
700000		1862.72
850000		2712.02
1000000		3768.14
